,medicine_id,medicine_name,medicine_supplier,stock
1468,182564,Estradiol,AmerisourceBergen,163
1469,120569,Bupropion,McKesson,28
1470,114565,Zoloft,McKesson,182
1471,191542,Yaz,CARDINAL,107
1472,115572,Minoxidil,CARDINAL,130
1473,155561,Augmentin,CARDINAL,161
1474,106752,Victoza,McKesson,134
1475,191377,Mucinex,McKesson,20
1476,178540,Skyla,AmerisourceBergen,174
1477,110173,Pristiq,McKesson,189
1478,194366,Leuprolide,AmerisourceBergen,122
1479,177981,Ondansetron,CARDINAL,166
1480,157268,Minastrin 24 Fe,McKesson,139
1481,159043,Pravastatin,AmerisourceBergen,40
1482,128651,Bupropion / naltrexone,CARDINAL,118
1483,101948,Cefuroxime,AmerisourceBergen,155
1484,195429,MiraLax,CARDINAL,168
1485,127335,Implanon,CARDINAL,35
1486,164750,Adalimumab,AmerisourceBergen,33
1487,196685,Codeine / guaifenesin,CARDINAL,25
1488,112878,Etonogestrel,CARDINAL,114
1489,176517,Lansoprazole,AmerisourceBergen,35
1490,179517,Azithromycin,McKesson,91
1491,112293,Kariva,AmerisourceBergen,160
1492,169816,Diphenhydramine,CARDINAL,102
1493,121560,Medrox,AmerisourceBergen,180
1494,110645,OnabotulinumtoxinA,AmerisourceBergen,1
1495,125707,Wellbutrin,CARDINAL,147
1496,100360,Tioconazole,CARDINAL,100
1497,130013,Skyla,CARDINAL,102
1498,146789,Microgestin Fe 1.5 / 30,McKesson,155
1499,118756,Topamax,AmerisourceBergen,24
1500,178191,Estradiol,AmerisourceBergen,30
1501,168808,Levonorgestrel,AmerisourceBergen,78
1502,165756,Insulin lispro,CARDINAL,95
1503,135762,ParaGard,AmerisourceBergen,40
1504,192972,Microgestin Fe 1.5 / 30,CARDINAL,61
1505,183421,Fetzima,CARDINAL,45
1506,197973,Eszopiclone,AmerisourceBergen,64
1507,155473,Atorvastatin,CARDINAL,9
1508,198760,Elocon,CARDINAL,75
1509,100391,Relpax,AmerisourceBergen,184
1510,130464,Magnesium sulfate / potassium sulfate / sodium sulfate,McKesson,73
1511,103020,Kariva,McKesson,53
1512,183049,Levonorgestrel,AmerisourceBergen,48
1513,142650,Metronidazole,McKesson,7
1514,102535,Paliperidone,AmerisourceBergen,159
1515,112165,Empagliflozin / linagliptin,CARDINAL,38
1516,125082,Enskyce,AmerisourceBergen,82
1517,145389,Nitrofurantoin,AmerisourceBergen,179
1518,143922,Orthovisc,McKesson,80
1519,124424,Lo Loestrin Fe,CARDINAL,153
1520,102530,Atorvastatin,CARDINAL,20
1521,105323,Perampanel,AmerisourceBergen,94
1522,129388,Xulane,AmerisourceBergen,13
1523,149866,Lexapro,McKesson,34
1524,115486,Tioconazole,CARDINAL,118
1525,114650,Fluocinolone,CARDINAL,153
1526,191771,Lisinopril,AmerisourceBergen,170
1527,182233,Atomoxetine,AmerisourceBergen,50
1528,106083,Trazodone,CARDINAL,3
1529,193981,Wellbutrin XL,CARDINAL,39
1530,143228,Luminal,CARDINAL,7
1531,119857,Ethinyl estradiol / norethindrone,McKesson,91
1532,161900,Ocella,CARDINAL,22
1533,127414,MetroCream,McKesson,29
1534,126099,Metronidazole,CARDINAL,82
1535,176423,Junel Fe 1 / 20,McKesson,99
1536,112228,Liraglutide,CARDINAL,93
1537,168727,Percocet,CARDINAL,166
1538,161172,Synvisc-One,CARDINAL,112
1539,144498,Phentermine,AmerisourceBergen,122
1540,195564,Nexplanon,CARDINAL,71
1541,162060,Ramelteon,AmerisourceBergen,118
1542,162993,Quetiapine,AmerisourceBergen,15
1543,177050,Nexplanon,McKesson,18
1544,161550,Levonorgestrel,CARDINAL,71
1545,119116,Sinemet,AmerisourceBergen,82
1546,179165,Riboflavin,CARDINAL,103
1547,124448,Ethinyl estradiol / norgestimate,McKesson,18
1548,108226,Ethinyl estradiol / levonorgestrel,McKesson,86
1549,157744,Vyvanse,CARDINAL,181
1550,150299,Skyla,McKesson,108
1551,128498,Mefenamic acid,CARDINAL,54
1552,172997,Humira,AmerisourceBergen,89
1553,123172,Levitra,McKesson,23
1554,142792,Genvoya,CARDINAL,105
1555,128178,Bupropion,CARDINAL,142
1556,139922,Alesse,CARDINAL,80
1557,126293,Gabapentin,CARDINAL,157
1558,177104,Cefdinir,AmerisourceBergen,148
1559,101991,Duloxetine,CARDINAL,71
1560,192214,Bisacodyl,McKesson,3
1561,145088,Imiquimod,McKesson,119
1562,178916,Percocet,McKesson,188
1563,156219,Carvedilol,AmerisourceBergen,133
1564,123637,Polyethylene glycol 3350 with electrolytes,CARDINAL,171
1565,165942,Ethinyl estradiol / norelgestromin,McKesson,50
1566,111027,Ethinyl estradiol / norgestrel,CARDINAL,137
1567,114052,Etonogestrel,CARDINAL,182
1568,102011,Pregabalin,AmerisourceBergen,87
1569,183172,Miconazole,CARDINAL,158
1570,119004,Montelukast,McKesson,120
1571,124039,Amoxicillin,McKesson,123
1572,181665,ParaGard,McKesson,57
1573,150959,Ethinyl estradiol / norelgestromin,CARDINAL,193
1574,122415,Levetiracetam,McKesson,34
1575,123630,Levonorgestrel,AmerisourceBergen,70
1576,136958,Paroxetine,McKesson,148
1577,179242,Liraglutide,AmerisourceBergen,129
1578,191624,Etonogestrel,McKesson,11
1579,155947,Trazodone,CARDINAL,34
1580,194153,Exenatide,CARDINAL,169
1581,144694,Paroxetine,AmerisourceBergen,16
1582,182346,Azithromycin,McKesson,59
1583,182563,Restoril,CARDINAL,121
1584,139131,AndroGel,McKesson,129
1585,196789,Phentermine,McKesson,68
1586,138640,Quetiapine,McKesson,11
1587,190010,Nucynta ER,AmerisourceBergen,167
1588,193646,Itraconazole,AmerisourceBergen,20
1589,149199,Terbinafine,CARDINAL,195
1590,169296,Nifedipine,McKesson,36
1591,150629,Accutane,AmerisourceBergen,85
1592,185467,Suboxone,CARDINAL,72
1593,146579,Yaz,AmerisourceBergen,126
1594,106852,Cymbalta,McKesson,33
1595,188979,Mirtazapine,McKesson,93
1596,153536,Etonogestrel,AmerisourceBergen,123
1597,151411,Clonazepam,McKesson,99
1598,136428,Ethinyl estradiol / norethindrone,AmerisourceBergen,141
1599,139752,Sertraline,CARDINAL,48
1600,168167,Etonogestrel,AmerisourceBergen,22
1601,137272,Etonogestrel,CARDINAL,175
1602,181202,Pregabalin,CARDINAL,117
1603,146595,Bupropion,AmerisourceBergen,145
1604,119027,Miconazole,McKesson,55
1605,145592,Guanfacine,McKesson,9
1606,167788,Sertraline,AmerisourceBergen,98
1607,141726,Zoloft,McKesson,10
1608,107111,Implanon,AmerisourceBergen,108
1609,142086,Fluorouracil,AmerisourceBergen,131
1610,114215,Klonopin,AmerisourceBergen,32
1611,122674,Trintellix,McKesson,123
1612,194407,Implanon,AmerisourceBergen,96
1613,161658,Dalfampridine,AmerisourceBergen,43
1614,184719,Etonogestrel,AmerisourceBergen,5
1615,156905,Medroxyprogesterone,McKesson,198
1616,145353,Prednisone,AmerisourceBergen,147
1617,101774,Avonex Pen,McKesson,121
1618,127927,Blisovi Fe 1 / 20,AmerisourceBergen,53
1619,177575,Tioconazole,CARDINAL,158
1620,166648,Humira,AmerisourceBergen,130
1621,169928,Acetaminophen / hydrocodone,AmerisourceBergen,106
1622,132439,Ethinyl estradiol / norgestimate,CARDINAL,173
1623,132008,Nexplanon,McKesson,187
1624,117727,Implanon,McKesson,156
1625,193980,Lysteda,McKesson,156
1626,161324,Pramosone,AmerisourceBergen,106
1627,176393,Effexor XR,McKesson,71
1628,188817,Adderall,CARDINAL,106
1629,176767,Lorcaserin,McKesson,140
1630,175595,Drospirenone / ethinyl estradiol,AmerisourceBergen,10
1631,105267,Lorcaserin,McKesson,110
1632,170306,Phenazopyridine,McKesson,76
1633,138950,Nexplanon,CARDINAL,120
1634,129690,Tramadol,McKesson,80
1635,142912,Medroxyprogesterone,CARDINAL,179
1636,153182,Amoxicillin / clavulanate,McKesson,7
1637,173428,Meclizine,McKesson,159
1638,116738,Klonopin,CARDINAL,69
1639,108737,Mirena,CARDINAL,174
1640,106503,Nalbuphine,AmerisourceBergen,177
1641,110953,Levonorgestrel,AmerisourceBergen,73
1642,156543,Amoxicillin / clavulanate,McKesson,36
1643,121517,Skyla,AmerisourceBergen,44
1644,138251,Minoxidil,McKesson,131
1645,164549,Etonogestrel,McKesson,186
1646,120123,Effexor XR,CARDINAL,81
1647,142195,Halobetasol,McKesson,193
1648,136852,Zoloft,McKesson,166
1649,158646,Synvisc-One,McKesson,42
1650,132557,Ambien,AmerisourceBergen,133
1651,176156,Pristiq,AmerisourceBergen,4
1652,125275,Mirena,AmerisourceBergen,107
1653,136227,Bupropion / naltrexone,CARDINAL,193
1654,194352,Varenicline,McKesson,154
1655,127932,Etonogestrel,CARDINAL,113
1656,185317,Nasacort Allergy 24HR,AmerisourceBergen,137
1657,148181,Sertraline,McKesson,80
1658,195171,Celecoxib,CARDINAL,18
1659,190480,Etonogestrel,AmerisourceBergen,69
1660,176651,Adapalene / benzoyl peroxide,CARDINAL,66
1661,146414,Atomoxetine,McKesson,122
1662,199362,Zoloft,CARDINAL,160
1663,108821,Sanctura,McKesson,84
1664,110736,Blisovi Fe 1 / 20,McKesson,82
1665,133427,Acetaminophen / dexbrompheniramine / pseudoephedrine,McKesson,143
1666,155436,Mirtazapine,McKesson,17
1667,132635,Clindamycin,McKesson,146
1668,123319,Lexapro,CARDINAL,109
1669,183279,Zutripro,AmerisourceBergen,93
1670,157793,Tadalafil,AmerisourceBergen,111
1671,166901,Bactrim,CARDINAL,11
1672,170351,Levonorgestrel,McKesson,78
1673,149733,Desvenlafaxine,CARDINAL,73
1674,118838,MiraLax,McKesson,26
1675,173470,Escitalopram,AmerisourceBergen,24
1676,142870,Sildenafil,McKesson,24
1677,156689,Gabapentin,AmerisourceBergen,101
1678,134777,Levonorgestrel,AmerisourceBergen,149
1679,167110,Tramadol,McKesson,38
1680,135480,Polyethylene glycol 3350 with electrolytes,McKesson,149
1681,133211,Hylenex,CARDINAL,173
1682,100724,Advair HFA,CARDINAL,70
1683,129731,Tretinoin,CARDINAL,181
1684,118375,Amoxicillin / clavulanate,AmerisourceBergen,32
1685,167486,OxyContin,AmerisourceBergen,157
1686,115893,Levsin SL,AmerisourceBergen,134
1687,177970,Desvenlafaxine,AmerisourceBergen,49
1688,142316,Wellbutrin XL,McKesson,89
1689,194009,Trimethoprim,McKesson,126
1690,148657,Yaz,CARDINAL,71
1691,156661,Paxil,AmerisourceBergen,182
1692,138726,Bronkaid,AmerisourceBergen,40
1693,176394,Topiramate,AmerisourceBergen,12
1694,108934,Etonogestrel,McKesson,168
1695,136756,Phentermine,McKesson,63
1696,136048,Lurasidone,AmerisourceBergen,161
1697,188802,Tylenol,AmerisourceBergen,87
1698,183651,Levofloxacin,McKesson,138
1699,151092,Etonogestrel,McKesson,50
1700,167570,Propranolol,CARDINAL,120
1701,136450,Colesevelam,AmerisourceBergen,119
1702,187479,Implanon,CARDINAL,112
1703,155486,Sodium oxybate,McKesson,84
1704,128591,Cefdinir,McKesson,30
1705,187785,Multivitamin with minerals,CARDINAL,27
1706,125217,Tretinoin,AmerisourceBergen,91
1707,161516,Milk of Magnesia,CARDINAL,51
1708,126987,Levaquin,CARDINAL,81
1709,153338,Zyclara,AmerisourceBergen,92
1710,183772,Methadone,CARDINAL,41
1711,169715,Levonorgestrel,AmerisourceBergen,167
1712,159612,Apremilast,McKesson,6
1713,165559,Atomoxetine,CARDINAL,75
1714,108719,Paroxetine,CARDINAL,199
1715,119972,Magnesium sulfate / potassium sulfate / sodium sulfate,McKesson,105
1716,180156,Etonogestrel,CARDINAL,153
1717,189010,Etonogestrel,AmerisourceBergen,42
1718,187478,Suboxone,McKesson,183
1719,192813,Adalimumab,AmerisourceBergen,65
1720,138620,Varenicline,McKesson,14
1721,153104,Vraylar,AmerisourceBergen,105
1722,187816,Hyoscyamine / methenamine / methylene blue / phenyl salicylate,McKesson,159
1723,173104,Viagra,AmerisourceBergen,142
1724,178999,Microgestin Fe 1.5 / 30,CARDINAL,14
1725,192083,Belsomra,AmerisourceBergen,169
1726,183142,Rosuvastatin,CARDINAL,131
1727,156491,Qsymia,AmerisourceBergen,28
1728,169755,Vyvanse,McKesson,39
1729,115449,Etonogestrel,AmerisourceBergen,38
1730,148932,Venlafaxine,CARDINAL,168
1731,184492,Bisacodyl,McKesson,170
1732,166780,Epiduo,CARDINAL,12
1733,120548,Ethinyl estradiol / levonorgestrel,AmerisourceBergen,36
1734,139933,Clarithromycin,McKesson,59
1735,164520,Symbyax,AmerisourceBergen,135
1736,100295,Aldesleukin,McKesson,8
1737,144296,Etonogestrel,McKesson,169
1738,193550,Sertraline,AmerisourceBergen,129
1739,171307,Savella,McKesson,130
1740,106760,Sucralfate,CARDINAL,82
1741,165338,Sprintec,McKesson,50
1742,109196,Etonogestrel,AmerisourceBergen,82
1743,112605,Saphris,CARDINAL,10
1744,138985,Saxenda,AmerisourceBergen,94
1745,189901,Medroxyprogesterone,McKesson,121
1746,190622,Nitrofurantoin,McKesson,192
1747,135218,Ativan,CARDINAL,2
1748,141509,Zoloft,CARDINAL,4
1749,130421,Buspirone,CARDINAL,197
1750,137084,Apri,McKesson,36
1751,175949,Zolpidem,McKesson,145
1752,102212,Biotin,AmerisourceBergen,196
1753,130594,Implanon,CARDINAL,200
1754,150304,Phenergan,CARDINAL,44
1755,167401,Lidocaine,McKesson,90
1756,187060,Invokana,CARDINAL,145
1757,137512,Tramadol,AmerisourceBergen,152
1758,143750,Xulane,McKesson,47
1759,176867,Gianvi,CARDINAL,124
1760,178383,Dulaglutide,McKesson,21
1761,115843,Carvedilol,AmerisourceBergen,170
1762,165773,ParaGard,CARDINAL,36
1763,178973,Fluorouracil,CARDINAL,173
1764,132514,Oseltamivir,McKesson,114
1765,127797,Cyclafem 1 / 35,McKesson,82
1766,180137,Amoxicillin / clavulanate,CARDINAL,131
1767,174511,Hydroxyzine,AmerisourceBergen,27
1768,178714,Melatonin,AmerisourceBergen,159
1769,183557,Lamotrigine,AmerisourceBergen,25
1770,134131,Ortho Cyclen,McKesson,73
1771,136377,Paroxetine,AmerisourceBergen,104
1772,127130,Amitriptyline,McKesson,84
1773,184665,Lysine,CARDINAL,18
1774,166775,Omeprazole,CARDINAL,189
1775,161427,Ethinyl estradiol / levonorgestrel,AmerisourceBergen,156
1776,125951,Lubiprostone,AmerisourceBergen,150
1777,182646,Gefitinib,AmerisourceBergen,83
1778,196522,Paliperidone,CARDINAL,155
1779,187784,Tri-Previfem,AmerisourceBergen,15
1780,144079,Mesalamine,CARDINAL,161
1781,198147,Methocarbamol,CARDINAL,185
1782,140382,Topiramate,CARDINAL,37
1783,143186,BuSpar,McKesson,89
1784,191861,Pregabalin,AmerisourceBergen,58
1785,175718,Adipex-P,CARDINAL,106
1786,186393,Fluorouracil,CARDINAL,44
1787,143497,Denosumab,AmerisourceBergen,97
1788,176904,Oxycodone,McKesson,20
1789,147310,Adderall XR,CARDINAL,126
1790,191867,Yasmin,CARDINAL,79
1791,147923,Nuvigil,McKesson,11
1792,159280,Amoxicillin,AmerisourceBergen,62
1793,148477,Levonorgestrel,CARDINAL,134
1794,152405,Sprintec,McKesson,32
1795,130636,Escitalopram,McKesson,171
1796,125932,Pantoprazole,McKesson,132
1797,159812,Propafenone,AmerisourceBergen,108
1798,192563,Kenalog-40,CARDINAL,38
1799,182042,Clonazepam,McKesson,165
1800,177825,Ziprasidone,McKesson,75
1801,116874,Mirtazapine,CARDINAL,95
1802,194236,Fluticasone / vilanterol,AmerisourceBergen,14
1803,133123,Levofloxacin,McKesson,194
1804,176872,Sumatriptan,McKesson,4
1805,178122,Chantix,McKesson,122
1806,103526,Venlafaxine,McKesson,181
1807,187936,Levonorgestrel,CARDINAL,89
1808,145293,Zoloft,McKesson,62
1809,122217,Lorcaserin,CARDINAL,189
1810,109703,Carbidopa / levodopa,CARDINAL,56
1811,161495,Tramadol,CARDINAL,68
1812,142568,Conjugated estrogens / medroxyprogesterone,CARDINAL,75
1813,198944,Azithromycin Dose Pack,McKesson,153
1814,199147,Benzoyl peroxide / clindamycin,CARDINAL,35
1815,142982,Promethazine,CARDINAL,191
1816,159865,BuSpar,AmerisourceBergen,57
1817,140805,Marezine,McKesson,71
1818,161055,Methadone,AmerisourceBergen,16
1819,188219,Lyrica,CARDINAL,196
1820,139014,Chantix,AmerisourceBergen,37
1821,142183,Imiquimod,CARDINAL,70
1822,110080,Lisinopril,McKesson,62
1823,167739,Clonazepam,McKesson,26
1824,110397,Chantix,CARDINAL,35
1825,132445,Eszopiclone,CARDINAL,177
1826,124214,Venlafaxine,McKesson,15
1827,159672,Olopatadine,McKesson,172
1828,105852,Tarceva,AmerisourceBergen,162
1829,147537,Fentanyl Transdermal System,CARDINAL,128
1830,120836,Intelence,CARDINAL,2
1831,193091,Cyred,McKesson,101
1832,154006,Topiramate,AmerisourceBergen,176
1833,190400,Clonazepam,CARDINAL,12
1834,195705,NuvaRing,AmerisourceBergen,16
1835,174044,Dilantin,McKesson,67
1836,156686,Oxycodone,CARDINAL,47
1837,118324,Phentermine,McKesson,73
1838,101862,Ethinyl estradiol / norgestimate,CARDINAL,22
1839,148933,Acetaminophen / oxycodone,CARDINAL,196
1840,104094,Nexplanon,McKesson,183
1841,174539,Aluminum chloride hexahydrate,AmerisourceBergen,21
1842,113919,Tolterodine,AmerisourceBergen,78
1843,167945,Ethinyl estradiol / norethindrone,McKesson,67
1844,134973,Adipex-P,AmerisourceBergen,23
1845,155868,Nalbuphine,CARDINAL,96
1846,120367,Phentermine,AmerisourceBergen,54
1847,178565,Copper,AmerisourceBergen,5
1848,182080,Ethinyl estradiol / norethindrone,CARDINAL,20
1849,170949,Gabapentin,AmerisourceBergen,45
1850,178627,Etonogestrel,CARDINAL,121
1851,106289,Topamax,McKesson,107
1852,117050,Zoloft,CARDINAL,176
1853,126782,Clonazepam,CARDINAL,61
1854,101025,Xulane,AmerisourceBergen,165
1855,142306,Clonazepam,AmerisourceBergen,82
1856,163523,ParaGard,McKesson,54
1857,180655,Cetirizine,CARDINAL,190
1858,140260,Embeda,McKesson,83
1859,112041,Luvox,AmerisourceBergen,73
1860,170857,Tramadol,McKesson,76
1861,126460,Sertraline,AmerisourceBergen,36
1862,192871,Viberzi,McKesson,190
1863,180158,Beyaz,AmerisourceBergen,55
1864,116446,Gabapentin enacarbil,AmerisourceBergen,58
1865,122739,Latuda,CARDINAL,133
1866,128663,Phentermine,CARDINAL,62
1867,188797,Nexplanon,CARDINAL,97
1868,170790,Levonorgestrel,McKesson,150
1869,158577,Diclofenac,CARDINAL,176
1870,198807,Trazodone,AmerisourceBergen,189
1871,140612,MiraLax,CARDINAL,136
1872,167886,Pregabalin,McKesson,63
1873,190197,Zoladex,CARDINAL,116
1874,151618,Etonogestrel,McKesson,167
1875,153318,Trimethoprim,CARDINAL,163
1876,176034,Ethinyl estradiol / etonogestrel,AmerisourceBergen,24
1877,152589,Hydroxychloroquine,AmerisourceBergen,90
1878,146667,Tamsulosin,AmerisourceBergen,164
1879,187903,Tesamorelin,McKesson,29
1880,196738,Junel Fe 1 / 20,CARDINAL,140
1881,146806,Bupropion,AmerisourceBergen,55
1882,108588,Tramadol,McKesson,128
1883,100544,Amoxicillin / clavulanate,AmerisourceBergen,88
1884,156097,Ethinyl estradiol / norgestimate,McKesson,21
1885,173527,Etonogestrel,McKesson,137
1886,156167,Vivitrol,CARDINAL,41
1887,106784,Lorazepam,McKesson,8
1888,135326,Venlafaxine,AmerisourceBergen,61
1889,178571,Infliximab,CARDINAL,144
1890,141460,Drospirenone / ethinyl estradiol,CARDINAL,33
1891,131716,Percocet,AmerisourceBergen,3
1892,114844,Mometasone,McKesson,90
1893,121050,Strattera,McKesson,5
1894,108233,Varenicline,CARDINAL,143
1895,167877,Ethinyl estradiol / norethindrone,AmerisourceBergen,21
1896,116085,ParaGard,McKesson,160
1897,106170,Sertraline,AmerisourceBergen,46
1898,156921,Eszopiclone,McKesson,82
1899,150134,Skyla,McKesson,142
1900,143691,Mirtazapine,AmerisourceBergen,17
1901,197475,Prozac,CARDINAL,154
1902,104934,Fentanyl,McKesson,143
1903,135434,Orlistat,McKesson,5
1904,188546,Duexis,CARDINAL,41
1905,163595,Trazodone,AmerisourceBergen,30
1906,121989,Lorcaserin,McKesson,13
1907,104215,Tramadol,AmerisourceBergen,192
1908,105915,Levetiracetam,AmerisourceBergen,174
1909,144489,Alesse,McKesson,141
1910,178590,Chantix,AmerisourceBergen,37
1911,137796,Requip,McKesson,69
1912,141152,Levonorgestrel,McKesson,73
1913,183382,Bupropion / naltrexone,McKesson,67
1914,143681,Olopatadine,CARDINAL,88
1915,169719,Oseltamivir,CARDINAL,76
1916,179955,VESIcare,CARDINAL,12
1917,132330,Risperidone,AmerisourceBergen,81
1918,101371,Hylenex,AmerisourceBergen,159
1919,174748,Abacavir / dolutegravir / lamivudine,McKesson,56
1920,131370,Pazopanib,CARDINAL,136
1921,177796,Naltrexone,CARDINAL,46
1922,175326,Prenatal Plus,AmerisourceBergen,145
1923,141713,Mirena,McKesson,36
1924,171156,Hydroxyzine,McKesson,150
1925,197369,Suprep Bowel Prep Kit,CARDINAL,165
1926,119119,Nexplanon,McKesson,121
1927,126720,Avinza,AmerisourceBergen,96
1928,159430,Ayr Saline Nasal,AmerisourceBergen,11
1929,157366,Adipex-P,CARDINAL,152
1930,194855,Insulin lispro,AmerisourceBergen,6
1931,129249,Donnatal,McKesson,82
1932,175519,Varenicline,AmerisourceBergen,180
1933,108271,Etonogestrel,AmerisourceBergen,101
1934,172595,Paliperidone,McKesson,73
1935,142540,Kenalog-40,McKesson,49
1936,106256,Epiduo,McKesson,166
1937,172689,Fluoxetine,McKesson,49
1938,162251,Tri-Sprintec,AmerisourceBergen,130
1939,152549,Tinidazole,AmerisourceBergen,33
1940,168069,Quetiapine,AmerisourceBergen,40
1941,102146,Levonorgestrel,McKesson,12
1942,146392,Lorcaserin,AmerisourceBergen,94
1943,149350,Imodium A-D,CARDINAL,80
1944,189720,Etonogestrel,McKesson,58
1945,190134,Qsymia,AmerisourceBergen,38
1946,171079,Acetaminophen / hydrocodone,CARDINAL,80
1947,160155,Atenolol,CARDINAL,92
1948,149362,Miconazole,CARDINAL,55
1949,137870,Lisdexamfetamine,AmerisourceBergen,37
1950,117652,Dulaglutide,CARDINAL,119
1951,142623,Tramadol,AmerisourceBergen,86
1952,182451,Lo Loestrin Fe,AmerisourceBergen,84
1953,191148,Loestrin 24 Fe,CARDINAL,133
1954,147330,Prednisone,CARDINAL,42
1955,107191,Tri-Sprintec,AmerisourceBergen,178
1956,128965,Cyclobenzaprine,CARDINAL,86
1957,143047,Sulfasalazine,McKesson,198
1958,129665,Xarelto,CARDINAL,117
1959,143378,Pentosan polysulfate sodium,AmerisourceBergen,188
1960,157069,Benzoyl peroxide / erythromycin,AmerisourceBergen,51
1961,101843,Doxepin,AmerisourceBergen,129
1962,125279,Etonogestrel,McKesson,114
1963,194053,Budeprion SR,AmerisourceBergen,22
1964,179530,AndroGel,McKesson,51
1965,192988,Varenicline,CARDINAL,36
1966,192965,Savella,AmerisourceBergen,13
1967,176402,Bupropion,CARDINAL,184
1968,136643,Campral,McKesson,48
1969,169556,Bupropion,AmerisourceBergen,40
1970,173481,Methotrexate,McKesson,173
1971,140619,Pristiq,CARDINAL,13
1972,120731,TriNessa,CARDINAL,3
1973,194415,Etonogestrel,McKesson,39
1974,179800,Genvoya,AmerisourceBergen,64
1975,135153,Amitriptyline,McKesson,137
1976,117198,Latuda,AmerisourceBergen,41
1977,123913,Atomoxetine,CARDINAL,99
1978,160392,Skyla,CARDINAL,143
1979,162474,Desvenlafaxine,AmerisourceBergen,195
1980,178805,Pramoxine,AmerisourceBergen,48
1981,136678,Amitriptyline,CARDINAL,89
1982,157081,Sulfamethoxazole / trimethoprim,McKesson,188
1983,107039,Qsymia,CARDINAL,51
1984,191576,Lisinopril,CARDINAL,76
1985,147454,Desvenlafaxine,AmerisourceBergen,83
1986,118246,Etonogestrel,CARDINAL,141
1987,164837,Duloxetine,CARDINAL,58
1988,187387,Fluticasone,AmerisourceBergen,86
1989,126364,Valacyclovir,CARDINAL,107
1990,107778,Seroquel XR,CARDINAL,39
1991,177833,Magnesium sulfate / potassium sulfate / sodium sulfate,CARDINAL,101
1992,124145,Lo Loestrin Fe,CARDINAL,49
1993,130670,Drospirenone / ethinyl estradiol,McKesson,92
1994,146093,Suboxone,McKesson,15
1995,111500,Ziprasidone,AmerisourceBergen,146
1996,132041,Femara,McKesson,33
1997,187553,Sulfamethoxazole / trimethoprim,McKesson,62
1998,186217,Caffeine,AmerisourceBergen,109
1999,197912,Chantix,AmerisourceBergen,131
2000,152312,MetroCream,AmerisourceBergen,69
2001,192373,Fluticasone / vilanterol,McKesson,76
2002,120872,Divalproex sodium,AmerisourceBergen,102
2003,184481,Ethinyl estradiol / norgestimate,CARDINAL,198
2004,134001,Lamictal,AmerisourceBergen,165
2005,180553,Acetaminophen / hydrocodone,McKesson,180
2006,141857,Cymbalta,AmerisourceBergen,105
2007,126957,Singulair,CARDINAL,183
2008,117980,Wellbutrin,CARDINAL,163
2009,106877,Etonogestrel,CARDINAL,84
2010,169981,Ziana,CARDINAL,43
2011,136821,Metaxalone,AmerisourceBergen,103
2012,187090,Tioconazole,AmerisourceBergen,101
2013,175538,Bactrim,AmerisourceBergen,122
2014,120089,Kariva,AmerisourceBergen,156
2015,188460,Oxymorphone,McKesson,198
2016,118515,Reglan,CARDINAL,94
2017,190847,Oxcarbazepine,CARDINAL,96
2018,161961,Ethinyl estradiol / norethindrone,AmerisourceBergen,63
2019,142305,Clonazepam,AmerisourceBergen,45
2020,187518,Belsomra,AmerisourceBergen,148
2021,137241,Diltiazem,McKesson,181
2022,133922,Meclizine,CARDINAL,123
2023,174253,Etonogestrel,AmerisourceBergen,131
2024,104323,Trazodone,McKesson,161
2025,198785,Citalopram,AmerisourceBergen,2
2026,123871,Risperidone,CARDINAL,170
2027,161110,Suboxone,AmerisourceBergen,159
2028,107690,Desogestrel / ethinyl estradiol,CARDINAL,13
2029,168500,Exenatide,McKesson,25
2030,102989,Alesse,AmerisourceBergen,129
2031,107287,Metronidazole,AmerisourceBergen,63
2032,154591,Bupropion,McKesson,106
2033,166113,Lo Loestrin Fe,McKesson,92
2034,178027,Clozapine,McKesson,67
2035,167884,Duloxetine,AmerisourceBergen,156
2036,177504,Linaclotide,CARDINAL,159
2037,106139,Vilazodone,McKesson,71
2038,181818,Bupropion,CARDINAL,60
2039,156155,Ethinyl estradiol / levonorgestrel,AmerisourceBergen,161
2040,111805,Valacyclovir,McKesson,192
2041,105065,Skyla,McKesson,64
2042,164399,Cefdinir,McKesson,94
2043,123824,Ropinirole,McKesson,33
2044,106028,Hydrochlorothiazide,AmerisourceBergen,116
2045,101021,Etonogestrel,AmerisourceBergen,3
2046,142460,Bupropion / naltrexone,CARDINAL,127
2047,189878,Dulaglutide,AmerisourceBergen,23
2048,108992,TriNessa,CARDINAL,119
2049,162509,Keppra,McKesson,115
2050,133712,Levonorgestrel,McKesson,188
2051,145314,Ethinyl estradiol / norgestimate,AmerisourceBergen,16
2052,152445,Apri,CARDINAL,140
2053,148435,Oxycodone,McKesson,10
2054,176980,Desvenlafaxine,AmerisourceBergen,28
2055,149563,Arimidex,AmerisourceBergen,14
2056,195182,Azelaic acid,McKesson,157
2057,134689,Hydroxychloroquine,CARDINAL,27
2058,145129,"Insulin inhalation, rapid acting",AmerisourceBergen,138
2059,114258,Nature-Throid,CARDINAL,135
2060,106846,Vyvanse,AmerisourceBergen,150
2061,118083,Spironolactone,McKesson,50
2062,142209,Nexplanon,CARDINAL,137
2063,107912,Blisovi Fe 1 / 20,AmerisourceBergen,25
