,program_id,treat_id,equip_id,program_cost
2573,16830598,1765300311,15316,982
2574,17411631,1571204337,19231,983
2575,13997790,1132394719,11305,252
2576,18835264,1757493576,18884,733
2577,13478516,1573654209,17764,441
2578,10939454,1542288675,19388,867
2579,10379236,1965229726,10520,902
2580,17332233,1216158604,15728,654
2581,16140809,1250659107,14235,368
2582,10042867,1534874832,11308,969
2583,13710074,1818907084,10018,847
2584,14324077,1928882386,19234,860
2585,15386895,1427130245,11253,857
2586,10546335,1379609185,17310,904
2587,11872696,1725700084,15973,610
2588,18587099,1145050194,18869,412
2589,11925097,1234824897,12470,261
2590,19859085,1243572203,12470,621
2591,13803643,1958699386,17596,292
2592,14803294,1265288284,18250,471
2593,16154759,1443841123,13757,639
2594,12616209,1075864391,18593,342
2595,18765869,1564793118,11253,660
2596,12289325,1393587178,16873,670
2597,14668257,1509944631,13810,848
2598,12233081,1381698640,12470,876
2599,18410538,1417633424,13685,631
2600,10804560,1208135738,10166,899
2601,14375729,1909624523,10682,334
2602,14314665,1247099467,13683,502
2603,15340464,1483040698,16756,262
2604,17819601,1280062364,18793,978
2605,14532687,1157923832,13104,758
2606,17849265,1603589593,16978,646
2607,12133955,1336858943,15728,252
2608,17006747,1950563848,10595,365
2609,14463881,1636784266,19388,527
2610,17056461,1368129103,10827,113
2611,12389625,1523965386,19388,558
2612,10566360,1508255327,18884,138
2613,16619352,1838101660,11735,153
2614,18757376,1817103434,18172,738
2615,18346438,1937868609,19195,347
2616,13167429,1893327936,13521,164
2617,17304687,1268344240,17346,457
2618,16323290,1783620690,10429,844
2619,10529285,1076509538,18799,800
2620,15003718,1307214745,16687,424
2621,12542254,1378554841,13064,943
2622,10888751,1484503216,13649,344
2623,17175377,1960259717,19183,763
2624,11458276,1316048643,10207,571
2625,13113787,1824663478,17857,346
2626,11094048,1049927322,19234,105
2627,11088703,1438466348,18017,790
2628,17161374,1079492586,18793,508
2629,14264248,1420080513,17857,165
2630,15669159,1838974770,18197,239
2631,17494481,1158804303,14327,106
2632,19490421,1826945136,11778,615
2633,19974709,1583470293,10879,591
2634,15233545,1916141170,18687,195
2635,12091795,1669475595,15260,108
2636,13609337,1845756183,10827,979
2637,13615162,1452274345,17310,573
2638,13933352,1765188647,16832,502
2639,11949584,1244824489,10429,749
2640,15865053,1595561748,16302,662
2641,18210451,1719065279,18414,583
2642,15511134,1486291316,19895,327
2643,15661515,1514118371,12681,115
2644,19833472,1462530109,15973,262
2645,12101831,1551669881,12777,401
2646,13113541,1022324857,14763,938
2647,18354050,1161242999,19383,381
2648,10234679,1217644519,12389,509
2649,18917068,1947261830,19830,991
2650,11946374,1486936589,10665,496
2651,17539118,1677689563,19591,249
2652,15290368,1992556195,12053,790
2653,11545005,1309821071,15533,217
2654,12250075,1385347710,11048,978
2655,16221253,1373009093,10342,238
2656,14402599,1707927171,17096,660
2657,18447972,1099870236,14561,253
2658,15684559,1172516023,13475,750
2659,12219091,1292933769,10342,129
2660,15599437,1747864403,16969,387
2661,19759866,1203990601,12635,328
2662,10096424,1766986133,11957,546
2663,19104199,1186539865,17859,565
2664,19386080,1825344877,19895,819
2665,11511828,1894475964,16978,892
2666,19184907,1546695020,11082,633
2667,11234214,1777977193,19694,231
2668,15327110,1589086431,13685,483
2669,18601421,1983941374,17228,182
2670,12138715,1373803111,15825,622
2671,10945043,1276223813,15096,734
2672,19649277,1403071037,11735,220
2673,19897274,1596260459,18687,850
2674,15519258,1652006526,13064,775
2675,16601420,1177217018,12610,391
2676,18398503,1649337840,13135,881
2677,16824205,1354814572,15825,632
2678,17480149,1881667671,10682,902
2679,14136782,1415981064,14470,178
2680,10474668,1186847827,12693,162
2681,10916320,1499808454,11082,744
2682,15512809,1544915161,16215,956
2683,11049280,1194049843,13105,511
2684,14545506,1763426863,12053,642
2685,14420915,1232563004,10879,652
2686,18968465,1930786754,10342,510
2687,16772849,1713543109,10166,347
2688,19628300,1789191947,14525,267
2689,11193858,1402736964,16756,273
2690,19093412,1375858048,12390,647
2691,12703088,1817394975,11296,984
2692,16949661,1728007832,19751,829
2693,19455544,1758837008,10836,968
2694,13321498,1526109041,10342,892
2695,17630873,1358609030,19217,433
2696,13385061,1165853414,11364,182
2697,16637280,1141130717,16043,828
2698,16973674,1715828070,15481,623
2699,14704398,1944152131,19496,105
2700,12871567,1790368316,14548,509
2701,15397819,1758593238,10018,481
2702,17323343,1211619514,14763,982
2703,15660032,1393875118,17618,714
2704,14746790,1938161121,16478,347
2705,11593933,1875388516,19234,265
2706,15702064,1240715114,10986,362
2707,16477530,1727496244,13357,855
2708,14852148,1256984099,12389,694
2709,14491947,1267877321,13203,648
2710,16192268,1386009921,17310,433
2711,12600182,1918094208,11296,640
2712,18924578,1496625241,15218,338
2713,16780260,1679754716,19928,929
2714,12830102,1435218461,10342,567
2715,12657773,1100070256,10879,551
2716,16286403,1911041059,19383,924
2717,19482542,1301509877,11048,267
2718,10859842,1189393791,19474,467
2719,16105524,1670460314,16134,875
2720,10166341,1630477789,18172,560
2721,12288325,1369697720,18396,650
2722,19120917,1955631161,10520,346
2723,13193893,1001858999,18370,411
2724,14881668,1855803400,12681,876
2725,17681676,1801121636,10836,730
2726,10613650,1977003479,17683,226
2727,14069997,1655842699,17784,373
2728,12051721,1045849315,16756,969
2729,12068412,1791078344,16215,719
2730,14288105,1209180491,16689,159
2731,17845004,1118906099,17346,178
2732,19375140,1933352988,10836,490
2733,16582700,1397335589,18172,993
2734,11138744,1616906301,14561,453
2735,18021879,1587973868,10682,718
2736,19492341,1522676547,16705,356
2737,12763758,1662055948,16687,889
2738,16739104,1061242164,13203,363
2739,11176634,1595897273,13587,547
2740,12506837,1412749891,11509,707
2741,16651063,1068241606,14763,385
2742,14315105,1420080513,10037,394
2743,16109990,1357659141,12621,251
2744,19804282,1441345918,17096,158
2745,19526371,1449012672,13475,728
2746,15702964,1054376242,17618,941
2747,17269450,1641621165,16756,430
2748,14649208,1449563249,10879,447
2749,13291551,1684978350,10791,499
2750,15772309,1515689277,17347,873
2751,15949709,1045048209,13521,416
2752,18994197,1909311064,15635,331
2753,14087908,1713811722,18899,846
2754,15171930,1423808351,19694,239
2755,16513122,1621655081,11270,537
2756,12236045,1920379678,12389,113
2757,19984399,1746841705,16930,699
2758,19494757,1089368240,14309,200
2759,12190912,1600216616,17558,396
2760,10633428,1398403545,15635,356
2761,10329444,1911165105,11735,719
2762,14995467,1467422482,13587,239
2763,12572741,1275154553,15260,272
2764,18796094,1783920954,19101,834
2765,19068541,1184299277,18252,653
2766,14771417,1003426760,18324,993
2767,11140303,1272087090,10986,104
2768,15007925,1359928583,10980,203
2769,17851457,1939895603,16043,910
2770,12630029,1677239771,18250,492
2771,14334737,1899834184,13521,921
2772,17962015,1195593950,11509,209
2773,16530712,1939855631,16215,908
2774,17276485,1496344108,15825,135
2775,13607064,1745410699,18884,553
2776,12261206,1137486615,18172,704
2777,19008859,1065330321,16175,906
2778,10411829,1465537199,12072,479
2779,11443280,1618499569,14561,496
2780,16769552,1341738600,14235,594
2781,19384233,1726817461,14209,725
2782,14066524,1634996805,17832,863
2783,14889500,1564855422,11305,396
2784,14366795,1675075341,12072,980
2785,15934346,1498200271,11364,972
2786,10011930,1665974351,18172,433
2787,18592142,1446778942,14525,908
2788,12539162,1577090095,18287,185
2789,13309173,1546464690,13919,716
2790,12379022,1467862089,13104,734
2791,17449114,1885823374,16865,587
2792,18782755,1218466968,19231,906
2793,11473777,1092301747,19830,710
2794,16496181,1490181276,18172,128
2795,13613874,1532908042,10373,436
2796,17663933,1939077952,14327,342
2797,17862676,1848831944,19531,963
2798,17842294,1829168941,13135,449
2799,10952845,1669385787,12635,888
2800,15343306,1797203846,18884,771
2801,16565709,1932635009,13521,980
2802,10273436,1363145593,16175,640
2803,16461759,1140420847,13757,184
2804,11447852,1769730274,11957,203
2805,16601531,1911165105,12034,212
2806,11891800,1698198739,12004,618
2807,12948516,1593482010,12968,428
2808,18675113,1257516143,12390,192
2809,15129140,1378837643,12470,933
2810,14562047,1924691234,13105,755
2811,15308359,1582815834,16705,295
2812,19558507,1604954461,16700,528
2813,11224295,1265901074,19388,252
2814,16176868,1753177389,10018,271
2815,18832577,1055454316,16362,747
2816,13865308,1016360174,13357,955
2817,12191311,1421571191,12453,780
2818,18790192,1184772169,14430,845
2819,14507167,1325369871,17683,168
2820,11740866,1296782186,12453,347
2821,17919927,1883616270,11175,282
2822,17863884,1689769500,12389,827
2823,18576306,1348128613,12053,862
2824,11982384,1424835532,19715,889
2825,11696512,1630682811,19136,981
2826,18240380,1674967106,15981,837
2827,14319687,1152316079,13105,488
2828,11380928,1263373117,13649,605
2829,16342792,1236353239,16043,267
2830,12609017,1689655935,15825,717
2831,18400994,1025303129,19531,412
2832,16888332,1649805489,17764,451
2833,16818041,1371017822,16756,750
2834,16249551,1297808752,16043,741
2835,18151996,1250064833,13810,652
2836,12285210,1146151218,12070,882
2837,16666700,1432701742,14470,792
2838,18773479,1246366737,16438,415
2839,13979137,1279790647,18799,514
2840,15389612,1090207358,15728,350
2841,10316960,1695579141,10520,537
2842,18026422,1440994522,14950,997
2843,18139214,1590181885,19217,502
2844,15235235,1528515743,17859,714
2845,15239263,1312804080,16687,605
2846,10128095,1619233019,12635,141
2847,19238435,1825173880,17683,187
2848,14877937,1681763611,13408,444
2849,19525755,1924273024,17764,147
2850,13767577,1212973053,19183,798
2851,12742119,1555974773,13649,446
2852,11819389,1187367486,10166,977
2853,14694445,1045606824,19751,684
2854,17749230,1015517827,11778,769
2855,12959230,1548135030,19072,212
2856,18532363,1885036403,17253,844
2857,16964782,1756965420,19434,218
2858,14459788,1997043210,10003,907
2859,17034498,1007568646,19409,178
2860,17876147,1628096618,18287,961
2861,12050518,1969232341,16231,342
2862,15678439,1948083702,11082,170
2863,14043135,1229102422,10827,630
2864,12631221,1318973324,10018,524
2865,12268339,1002835849,18396,168
2866,16693976,1210003373,17683,547
2867,19245979,1791079942,15260,803
2868,12927524,1629172359,10520,405
2869,18130265,1966115637,10791,445
2870,10464892,1043899477,10682,443
2871,14390949,1333190499,11364,178
2872,15825701,1874860581,15206,521
2873,16424714,1469158348,15973,441
2874,14229244,1487653676,16689,915
2875,12845513,1499433073,13064,554
2876,17736920,1602646739,13287,826
2877,11158369,1993549951,16486,730
2878,15467064,1342819468,18172,725
2879,15097910,1717851315,12453,711
2880,16973001,1493073958,12183,672
2881,18615999,1833078031,16175,436
2882,10614642,1636949101,15981,594
2883,14583329,1484641159,19195,418
2884,19886012,1649239182,17346,666
2885,10041314,1264782479,10003,348
2886,18069927,1051323063,19406,478
2887,19215468,1824329694,10986,341
2888,14510629,1701615236,13685,416
2889,10955082,1275273958,12621,960
2890,11290634,1827485964,19895,234
2891,14989494,1458362421,13104,272
2892,16257222,1686972314,15079,812
2893,14254048,1469489642,12303,200
2894,15938022,1208965051,18252,892
2895,10618892,1855802963,13685,583
2896,18679351,1476849281,18899,994
2897,19429710,1186942071,13104,879
2898,13739474,1724571679,15260,877
2899,13849729,1876911568,18869,658
2900,19356653,1962869164,12004,115
2901,17402839,1896883632,12968,823
2902,10496709,1370492738,11735,620
2903,11268889,1800173932,16478,508
2904,10091677,1730725968,16338,565
2905,13221011,1944093790,19183,439
2906,11250702,1900968954,10207,812
2907,18329322,1275906111,19895,782
2908,12625912,1375047781,10207,880
2909,12570898,1678106710,19999,944
2910,15388876,1780111087,11735,410
2911,11815564,1716908663,19234,597
2912,18325284,1242359220,10791,614
2913,16295449,1037997234,18162,129
2914,14514492,1833399200,19101,211
2915,15216438,1665974351,13683,371
2916,18996400,1779789590,12303,983
2917,15595304,1701055566,18252,633
2918,15526182,1753045858,13203,804
2919,14173030,1179072148,15218,961
2920,19898906,1573195681,19072,436
2921,14774808,1974850628,19195,284
2922,10333646,1581617802,12389,889
2923,15671526,1868275049,15096,111
2924,10074036,1643141996,19072,269
2925,15106370,1957665734,15260,891
2926,18325453,1198259903,10207,452
2927,12553531,1752203536,11253,542
2928,11581149,1318737032,15825,475
2929,13784151,1888161505,15825,332
2930,10879274,1472486407,10791,883
2931,14303582,1450714850,19639,972
2932,11957025,1693531613,13587,278
2933,12470540,1960650164,19183,828
2934,13854494,1103400083,19830,491
2935,12534904,1475368208,16215,743
2936,11065375,1728404144,14235,217
2937,14488036,1545690230,17540,883
2938,19190852,1353434904,11175,708
2939,13175106,1644035132,13587,277
2940,13763158,1437565480,11308,279
2941,12084682,1089369561,10166,857
2942,14100480,1114867603,17347,962
2943,18735081,1627020992,13475,522
2944,19926583,1271978256,12777,295
2945,17008630,1852648460,13408,624
2946,19889806,1515205953,10429,503
2947,12673847,1986227511,15993,673
2948,19516201,1949386514,16208,195
2949,14138755,1146158236,12390,911
2950,14015018,1738695739,11957,648
2951,11720301,1693229643,11305,395
2952,14095657,1924470544,18172,850
2953,14445100,1460451273,13357,788
2954,15950139,1617010754,17715,800
2955,15180027,1869016971,14848,237
2956,19542602,1249039041,13475,164
2957,14669292,1638281108,16852,949
2958,14012367,1327862121,12004,262
2959,15744094,1944465131,14655,997
2960,12077552,1705692425,12303,614
2961,16432317,1402349218,10429,608
2962,14707699,1863370724,17253,599
2963,13033147,1484503216,17540,883
2964,11296333,1768230942,18197,296
2965,13136099,1647827618,16302,519
2966,13337764,1008451549,18621,518
2967,16100319,1755795440,17556,500
2968,17203622,1082343602,19383,328
2969,14053137,1766612903,19639,147
2970,18858176,1050572435,17096,516
2971,10259296,1803232323,12621,617
2972,15853617,1578740719,10215,544
2973,10917863,1619039856,16438,678
2974,15976743,1487481085,11296,629
2975,11095048,1664887349,14327,787
2976,10473868,1789729038,17253,909
2977,14053301,1408013032,10827,711
2978,17616207,1612025624,14470,455
2979,10286524,1744748868,15981,312
2980,16111165,1094803421,16438,196
2981,19559321,1352725561,10373,577
2982,18685967,1606014024,14548,224
2983,14219397,1745393000,18869,928
2984,16197679,1992784771,11957,598
2985,16445403,1332192136,15981,633
2986,18120018,1817108521,15981,959
2987,17622510,1729385161,17715,660
2988,19066965,1371798087,15218,827
2989,14169888,1826168053,11364,616
2990,14522326,1691706518,19183,225
2991,18078184,1966115637,18414,886
2992,12215642,1671500030,16756,263
2993,10435184,1665118392,19895,492
2994,14847418,1315887075,10879,590
2995,15768277,1126762872,16832,117
2996,12955480,1941029846,18884,711
2997,11663572,1108248935,19195,189
2998,15226679,1377661310,17096,335
2999,10981917,1315238364,17540,787
3000,11997730,1271624237,14235,709
3001,13773125,1250659107,10215,471
3002,16304157,1804802019,10870,506
3003,12736564,1630743304,11561,477
3004,18375991,1624312098,16687,555
3005,16145309,1430394490,12997,427
3006,11032475,1712708925,16978,842
3007,16679803,1255934066,19388,601
3008,17949524,1413332409,19072,903
3009,10042687,1240235801,10373,860
3010,18895241,1753176293,18469,839
3011,14663678,1704355001,14235,129
3012,12743010,1697057187,17784,531
3013,19931166,1127510403,18250,423
3014,18798363,1144836409,11624,813
3015,16937601,1579911315,11296,411
3016,14056821,1745351460,12997,366
3017,12505422,1430497582,10986,689
3018,15402026,1489013968,19072,299
3019,16925634,1053971023,10791,423
3020,13175997,1519579553,11175,792
3021,16870893,1576260316,17683,534
3022,13653441,1557088318,16705,200
3023,13562216,1711449408,12004,710
3024,19138658,1045991666,18899,459
3025,10934169,1119623773,18823,986
3026,13259937,1680157400,19694,343
3027,18457918,1131875023,11561,832
3028,15052268,1034441100,15096,544
3029,11348835,1390065333,19136,788
3030,17193944,1481215767,11778,997
3031,11879820,1004331139,10791,850
3032,17643742,1953920524,12389,891
3033,13783687,1556255565,15533,837
3034,12263630,1515976525,15533,207
3035,16808568,1964334394,13521,920
3036,11776776,1246289456,16852,900
3037,15234531,1670832854,11270,381
3038,10101334,1891967156,19234,928
3039,19938077,1360658977,17715,497
3040,19635951,1466183467,14561,649
3041,16161227,1242443991,16930,159
3042,14209961,1699940445,19183,984
3043,13243164,1083136064,19999,873
3044,11583626,1130595886,18823,258
3045,15402451,1080140767,18250,882
3046,10267501,1195202758,10665,156
3047,11617565,1719431743,18613,315
3048,12493959,1080948934,11509,434
3049,15434187,1070575292,16689,819
3050,16867381,1657687339,12072,354
3051,16117271,1374072909,11270,986
3052,13994251,1222853288,19928,195
3053,10024570,1599699469,11305,358
3054,12687650,1702110726,14430,724
3055,15927076,1148574658,12968,839
3056,13657369,1812761945,19830,170
3057,15879936,1053971023,11351,438
3058,18369140,1896847533,18613,349
3059,11091348,1743303286,12453,298
3060,14677699,1720608549,11185,684
3061,19317371,1217222380,13203,790
3062,17099117,1254063193,19217,575
3063,13822783,1612004592,18370,245
3064,14270294,1497601685,19159,878
3065,11673295,1643880579,19388,735
3066,11996058,1805958168,11351,679
3067,19537794,1208262980,10686,787
3068,15961855,1852648460,19474,332
3069,19391666,1373101080,15260,535
3070,18097790,1238473031,16978,908
3071,11721735,1616857360,14470,525
3072,13353400,1236396651,12070,867
3073,11079319,1854366805,15240,839
3074,10873287,1563945892,13685,678
3075,19181504,1292887181,17556,214
3076,17585811,1012503593,10520,859
3077,14609113,1555757886,16930,435
3078,12823899,1593673347,16756,536
3079,17442755,1580623313,10986,805
3080,12552424,1788236918,13016,127
3081,14924895,1420669146,19751,194
3082,11062544,1615091362,14950,714
3083,14975573,1801694019,14309,307
3084,12931003,1473261858,17859,568
3085,12943165,1697796072,10566,813
3086,12910566,1905544860,19101,505
3087,16310286,1266453712,12621,685
3088,16051249,1316540036,11443,795
3089,14993471,1418910029,17228,661
3090,10053220,1381659102,13521,893
3091,10279013,1592152563,19406,273
3092,13689656,1065414468,11351,806
3093,11433774,1635277831,16438,169
3094,11433450,1458778865,12183,928
3095,11171377,1974964351,13287,522
3096,12176096,1467735491,10342,112
3097,11792925,1692779904,13587,648
3098,12414347,1319929005,18414,334
3099,12634012,1955928385,11624,431
3100,11988095,1667687107,11185,275
3101,18874378,1850868310,14430,849
3102,17283679,1314500428,12968,807
3103,18406952,1081935468,19830,426
3104,16678561,1498760218,11082,112
3105,12278898,1088835019,19217,890
3106,15361657,1250456899,12610,597
3107,18444878,1043144676,12390,846
3108,13421571,1502688488,17832,622
3109,17689557,1105059460,12072,218
3110,19364432,1782559817,19639,913
3111,17605763,1295272679,16478,802
3112,15905485,1738147026,18252,908
3113,13760210,1854350951,17715,467
3114,12150858,1101698952,10836,343
3115,18738635,1691308866,19072,527
3116,10146435,1926925395,15728,486
3117,16679190,1438809387,14177,152
3118,11502504,1759175025,17683,946
3119,14335253,1708134364,12968,684
3120,11444687,1783045899,15316,551
3121,18634031,1595226819,16700,608
3122,16669374,1510804058,19694,975
3123,10179401,1571204337,15260,350
3124,14934017,1870486908,14177,740
3125,18695139,1085214058,13064,953
3126,19218675,1960560962,11364,859
3127,15886319,1213068239,12389,643
3128,19383855,1230764325,16134,611
3129,15150028,1533080125,10207,607
3130,19987427,1169562297,16705,208
3131,15272208,1647449455,18793,706
3132,16679635,1970489364,15533,918
3133,17014436,1934401181,10172,643
3134,12996360,1370304588,10665,681
3135,16442310,1083561578,17857,956
3136,14170698,1408807726,12997,322
3137,12707316,1837535430,15827,767
3138,10343834,1355771500,17859,605
3139,18796126,1908391837,13649,535
3140,13057414,1325241795,15316,131
3141,14090369,1865316335,13357,528
3142,15303310,1136296424,15993,477
3143,16888316,1114802504,13521,198
3144,10553492,1383739421,14655,412
3145,18280563,1320556201,19751,230
3146,18520669,1778860954,11561,487
3147,15240452,1956233092,16756,724
3148,17065885,1859686922,10166,258
3149,13020355,1483821110,16043,550
3150,19265264,1475316605,11627,347
3151,19394425,1527643799,17556,437
3152,18982291,1301022980,12070,635
3153,15281936,1173353428,12072,239
3154,12147874,1156040325,19388,134
3155,16520235,1932313973,18250,688
3156,16161506,1469640781,11624,118
3157,18108244,1854860376,17253,397
3158,16717005,1400945451,13016,684
3159,15272085,1025331452,16873,871
3160,11457186,1912982770,15240,712
3161,10968177,1950423919,13105,875
3162,17798164,1617922869,16756,330
3163,19597337,1372665975,18613,122
3164,16639623,1075532574,12621,156
3165,10524665,1744748868,17764,541
3166,10878801,1757424630,12621,244
3167,19115685,1295782826,19434,989
3168,10897374,1574291741,18017,511
3169,19898448,1540695825,11308,337
3170,14565970,1548026400,19136,876
3171,18902498,1034826519,19474,598
3172,16978952,1450151395,16043,981
3173,19968698,1900524907,16700,299
3174,17043953,1197655325,11253,310
3175,14324705,1700536532,19388,774
3176,12537231,1252270835,19895,501
3177,11912486,1175222622,14430,509
3178,11050323,1050891847,18172,132
3179,11434213,1929003848,19531,318
3180,12504535,1388994566,17228,763
3181,11374270,1731624024,10037,310
3182,13680127,1145712573,10342,897
3183,14130284,1218992806,16362,652
3184,17586019,1296368562,10980,738
3185,11903520,1012657293,18324,445
3186,12555482,1002873781,11735,554
3187,16501288,1148893348,18593,784
3188,17041382,1610505491,16231,426
3189,17580550,1645399200,19999,768
3190,12698816,1893273507,15635,504
3191,13693946,1317032214,12389,625
3192,11668736,1374009758,18017,473
3193,12351489,1540135024,16486,425
3194,17198415,1358776662,10520,188
3195,10978402,1919206684,13587,491
3196,17958780,1817400570,18162,893
3197,19938810,1972291973,11185,109
3198,15396874,1212359731,15635,171
3199,16939003,1318540071,17784,211
3200,17009543,1613474120,11957,113
3201,18300025,1583937531,18324,365
3202,17240836,1246725509,14848,611
3203,15532779,1714239986,19661,886
3204,17908709,1603939693,13408,257
3205,15923646,1077344674,17618,211
3206,13471282,1728957288,12453,145
3207,18819116,1478544488,17558,739
3208,19585266,1970999598,17540,206
3209,11537312,1612004592,10791,140
3210,16222602,1521993406,12610,403
3211,19311210,1551669881,15993,527
3212,13177703,1893632429,17347,388
3213,11001780,1977003015,11735,697
3214,10592966,1073721703,11305,538
3215,15309420,1981957111,18593,694
3216,13581142,1113984049,19195,620
3217,10154414,1056822701,14561,982
3218,10216014,1448666760,10373,185
3219,14984985,1862762618,13105,915
3220,17175526,1523702766,13064,985
3221,19178971,1669606492,11778,620
3222,19789549,1151752379,10018,335
3223,15860016,1416110981,11364,281
3224,17605163,1452577896,10665,690
3225,19037188,1732652783,16302,829
3226,11330883,1347911376,16873,447
3227,15998584,1477066294,19409,857
3228,10460475,1190763467,11308,224
3229,11328786,1515205953,11048,968
3230,15676658,1348878664,16865,360
3231,13824928,1243137660,18162,652
3232,11296356,1045438915,10827,161
3233,11818042,1130450636,18162,917
3234,12059019,1381659102,15728,920
3235,15220467,1626064186,10665,669
3236,15085853,1938636829,10566,801
3237,17071399,1934185339,13250,975
3238,10361172,1744651681,11957,643
3239,17744378,1712944055,12034,964
3240,11972175,1939892242,18017,887
3241,18900297,1518761880,15728,570
3242,15955568,1107551609,16756,144
3243,18958627,1410879431,19531,852
3244,16557959,1461724796,18469,119
3245,16567535,1620734970,13408,819
3246,11798328,1668141161,12070,317
3247,10291677,1776822464,11296,526
3248,12706932,1100580477,12390,800
3249,10038211,1027247334,11185,319
3250,15034754,1733477548,13016,415
3251,13414482,1188246732,14309,800
3252,15398390,1215833378,10172,257
3253,19940084,1612716454,16705,973
3254,19732791,1337388657,11778,272
3255,13288827,1266030216,18884,344
3256,19629914,1618789856,13135,819
3257,15987533,1352702553,17857,976
3258,11089122,1497315376,18469,508
3259,15373153,1240421621,19434,428
3260,17865541,1263378806,11305,840
3261,17484822,1526081736,13408,285
3262,11360038,1080140767,13919,936
3263,19497437,1823283134,18287,652
3264,18486948,1481390521,11957,680
3265,17797623,1150825132,12453,350
3266,10272607,1617922869,18799,116
3267,10960194,1654868816,17228,409
3268,11741929,1011591801,10682,188
3269,11483513,1737275314,16604,130
3270,15234918,1315874451,11778,763
3271,18445736,1059892751,19409,189
3272,16998801,1390571057,16969,451
3273,10656211,1707428678,19661,657
3274,16145070,1368129103,11048,112
3275,15586757,1539826622,19406,925
3276,17352218,1046668873,11048,975
3277,10560995,1033021851,16043,910
3278,14064248,1163151329,10342,313
3279,11433809,1889013472,13135,825
3280,13692625,1933707594,19694,201
3281,19143791,1873885511,14525,504
3282,19253162,1819424138,18252,492
3283,11794874,1161881934,12470,185
3284,12463758,1374654676,17683,933
3285,11624909,1288005889,13105,266
3286,15709790,1059979734,19231,476
3287,14443623,1271978256,19101,717
3288,17132841,1637061320,11509,668
3289,11631304,1725918410,18287,513
3290,16662075,1952979565,19195,291
3291,12253679,1408550213,17228,930
3292,12410334,1874606983,16134,845
3293,17620664,1208894157,18414,762
3294,12385256,1241117656,15218,122
3295,15880161,1962820640,10595,170
3296,15603973,1107630513,12389,233
3297,12835189,1766844738,12390,672
3298,16677499,1039339654,19830,762
3299,15574569,1077287968,18469,973
3300,17398105,1332244605,19531,601
3301,14175472,1222489000,14470,646
3302,12063543,1723833725,17556,404
3303,15919313,1989993316,11509,741
3304,18831299,1200036853,11175,753
3305,17158481,1450589722,15481,866
3306,13562044,1968019231,13521,861
3307,13610980,1521076117,13521,146
3308,11327113,1042285022,13757,976
3309,18615705,1391243453,19715,227
3310,11092924,1630477789,18172,852
3311,15661291,1749318347,14561,322
3312,15227611,1301307074,18799,609
3313,16816338,1034405020,11253,808
3314,16595524,1554021492,19751,349
3315,18694593,1354870435,15206,962
3316,17878087,1460683936,11778,493
3317,11241843,1715682678,19136,468
3318,15573798,1683232989,19195,872
3319,10183453,1910300785,17558,851
3320,14383651,1041587234,16832,377
3321,19925722,1180517653,10373,244
3322,14425110,1041156198,13016,572
3323,15656472,1557908669,18823,402
3324,15137712,1389739595,15827,693
3325,15420812,1761251661,19195,402
3326,12770057,1201841445,10870,665
3327,18824475,1473818387,18287,585
3328,12322580,1946620786,18884,926
3329,16547134,1183535381,19751,670
3330,11104188,1285271992,19072,730
3331,10173054,1603524857,18370,886
3332,14204857,1384655401,17857,830
3333,19444663,1692817579,10215,915
3334,14235190,1899834184,17683,782
3335,11384198,1563333954,18899,233
3336,14816453,1730686588,18370,176
3337,11412119,1397137379,11561,870
3338,18265432,1845680326,19101,788
3339,17160907,1466094337,10870,399
3340,12480506,1327092999,12570,115
3341,19115240,1420570417,19072,843
3342,11809513,1117006961,18396,785
3343,13297407,1731624024,12453,532
3344,19959819,1219084173,16362,763
3345,12922690,1854493469,18593,253
3346,15613553,1232468236,16756,214
3347,15105649,1389320424,10686,369
3348,11292796,1076509538,13287,352
3349,17872390,1675945781,16302,359
3350,19218082,1310722716,14848,539
3351,15529977,1890989437,18621,138
3352,15738968,1951480678,11175,547
3353,13276263,1595428212,18252,589
3354,13793030,1545408137,19383,278
3355,15742009,1323523805,17540,290
3356,13384916,1744143307,10879,450
3357,18159823,1781690891,14177,422
3358,13187782,1030924996,17764,383
3359,12231861,1077387759,19388,366
3360,11801070,1788638494,10373,468
3361,19433298,1194033933,10791,722
3362,15894150,1160958320,13064,119
3363,10701190,1364239339,10980,279
3364,13500645,1078435438,14235,808
3365,11551013,1542276739,16687,789
3366,12089029,1630477789,14470,510
3367,13946549,1285013474,19217,698
3368,12916956,1841138878,16486,713
3369,11311053,1107551609,17859,720
3370,15521506,1684936334,18899,123
3371,17923389,1136005049,14327,906
3372,14650876,1582407591,13105,410
3373,17895184,1533689261,12997,157
3374,10688272,1158399507,11296,780
3375,16043986,1554531876,12997,662
3376,12629317,1215405386,18613,980
3377,15430746,1532167641,17347,415
3378,18942635,1002501919,10595,130
3379,14182949,1421739873,12693,535
3380,15235514,1262363144,18593,375
3381,18881783,1370391948,12034,743
3382,19025293,1828367763,11253,500
3383,13097503,1171751806,10980,445
3384,15186456,1800331371,16043,299
3385,12069854,1799180050,19531,961
3386,15311076,1142089836,13135,888
3387,16691209,1335155854,16978,640
3388,13600434,1609198571,17228,382
3389,18139494,1077602655,14470,418
3390,11357749,1914825413,12034,197
3391,15317018,1093009765,18793,171
3392,15483568,1205739870,19715,136
3393,12545855,1381482643,10342,926
3394,18885276,1408768288,10827,471
