,medicine_id,purchase_date,purchase_amount,purchase_price
871,100324,2018.12.7,6,151
872,133050,2018.11.8,28,151
873,195331,2018.1.14,244,142
874,137861,2018.11.22,228,142
875,143497,2018.3.24,194,139
876,192214,2018.4.23,6,224
877,173200,2018.5.14,104,222
878,109315,2018.2.2,44,224
879,124161,2018.3.27,172,29
880,152907,2018.10.20,234,25
881,156661,2018.2.1,364,23
882,121870,2018.2.18,224,68
883,196042,2018.6.22,112,67
884,164288,2018.9.19,290,70
885,100998,2018.2.24,218,105
886,119481,2018.4.14,220,102
887,113387,2018.4.19,72,105
888,168749,2018.3.22,8,70
889,152543,2018.8.15,258,67
890,198052,2018.10.5,194,65
891,164122,2018.9.22,296,226
892,198378,2018.3.18,230,222
893,180789,2018.2.16,396,221
894,191098,2018.10.9,340,239
895,137067,2018.2.13,84,244
896,185892,2018.10.9,148,241
897,102980,2018.5.20,168,148
898,159031,2018.10.25,312,153
899,132661,2018.12.1,374,151
900,122227,2018.11.24,68,43
901,132645,2018.11.5,250,47
902,177567,2018.5.11,22,51
903,142617,2018.7.11,392,50
904,176992,2018.7.10,302,54
905,136325,2018.12.3,84,54
906,137084,2018.7.9,72,152
907,152445,2018.8.4,280,152
908,124535,2018.8.1,206,152
909,117727,2018.2.1,312,131
910,139167,2018.1.20,182,126
911,194407,2018.3.3,192,122
912,167834,2018.4.5,148,140
913,177434,2018.7.3,192,143
914,157069,2018.6.9,102,147
915,158888,2018.9.23,364,23
916,157737,2018.1.15,240,22
917,149236,2018.12.12,336,21
918,166342,2018.8.17,106,90
919,196239,2018.8.2,228,86
920,178011,2018.2.21,398,85
921,172788,2018.9.1,106,260
922,156455,2018.8.18,382,264
923,114144,2018.8.25,66,266
924,116974,2018.8.2,344,163
925,191360,2018.10.1,98,164
926,112681,2018.6.26,278,161
927,152939,2018.10.23,180,288
928,132376,2018.3.8,46,285
929,187692,2018.4.10,318,285
930,127261,2018.5.18,38,205
931,192515,2018.8.8,52,201
932,168665,2018.8.4,164,199
933,190305,2018.3.22,94,167
934,157766,2018.9.7,194,164
935,184462,2018.10.13,284,162
936,178301,2018.6.14,44,236
937,128479,2018.1.18,334,234
938,114275,2018.11.18,42,232
939,132514,2018.3.3,228,188
940,187569,2018.12.12,28,185
941,196372,2018.5.20,298,184
942,155718,2018.10.13,382,65
943,145555,2018.10.20,44,60
944,141827,2018.5.24,258,58
945,115634,2018.4.15,76,136
946,135883,2018.4.7,242,135
947,112813,2018.9.8,302,136
948,113962,2018.11.20,142,214
949,123362,2018.1.6,110,211
950,109196,2018.2.24,164,216
951,142097,2018.2.9,162,120
952,101715,2018.3.19,340,119
953,129204,2018.11.15,228,114
954,173427,2018.4.27,272,44
955,196685,2018.2.2,50,40
956,120473,2018.8.20,60,38
957,124408,2018.6.26,68,199
958,122590,2018.7.11,332,198
959,148555,2018.1.9,130,199
960,173772,2018.2.26,212,180
961,168229,2018.4.19,292,180
962,139535,2018.4.15,276,176
963,197307,2018.5.14,12,96
964,144394,2018.4.10,218,99
965,164769,2018.1.20,358,104
966,155683,2018.7.25,352,288
967,168098,2018.1.13,262,289
968,168424,2018.8.14,326,285
969,125375,2018.10.14,264,71
970,184398,2018.9.4,22,69
971,108359,2018.4.9,14,68
972,179333,2018.4.4,394,284
973,130769,2018.2.17,230,281
974,108692,2018.2.4,304,279
975,161175,2018.3.20,96,202
976,118867,2018.7.5,274,198
977,101948,2018.10.22,310,196
978,188765,2018.3.21,150,225
979,186560,2018.3.2,146,222
980,147490,2018.10.17,200,224
981,109759,2018.3.20,276,73
982,144759,2018.5.7,294,73
983,163307,2018.5.16,6,78
984,141850,2018.5.5,302,132
985,133586,2018.7.1,220,127
986,193157,2018.10.7,24,125
987,146521,2018.3.22,222,286
988,177981,2018.8.23,332,286
989,125485,2018.7.2,302,287
990,178383,2018.6.27,42,39
991,173236,2018.12.14,92,34
992,141962,2018.4.25,62,33
993,154763,2018.9.6,290,290
994,127679,2018.2.7,8,286
995,123702,2018.2.27,74,289
996,189668,2018.7.19,114,287
997,147788,2018.10.20,84,286
998,141035,2018.1.13,340,288
999,144489,2018.5.18,282,212
1000,139922,2018.5.3,160,215
1001,102989,2018.4.23,258,211
1002,106950,2018.8.26,134,12
1003,102455,2018.2.12,158,17
1004,125217,2018.7.12,182,21
1005,115865,2018.5.1,106,273
1006,155380,2018.10.1,318,273
1007,129390,2018.2.2,126,268
1008,111916,2018.4.8,358,266
1009,105599,2018.7.21,44,262
1010,167090,2018.8.13,356,265
1011,146789,2018.8.17,310,148
1012,178999,2018.7.10,28,151
1013,132779,2018.5.22,234,150
1014,116878,2018.8.10,190,292
1015,191542,2018.3.17,214,288
1016,116302,2018.10.20,270,286
1017,186550,2018.11.17,176,56
1018,115828,2018.8.25,248,61
1019,146861,2018.2.18,126,64
1020,171545,2018.3.17,386,208
1021,115998,2018.9.5,272,209
1022,126074,2018.3.16,10,212
1023,159581,2018.9.16,174,58
1024,140288,2018.7.22,380,57
1025,134494,2018.7.7,360,53
1026,175959,2018.11.7,260,196
1027,166672,2018.2.23,294,198
1028,103566,2018.8.23,344,194
1029,159817,2018.8.22,48,291
1030,116681,2018.5.4,232,287
1031,155094,2018.7.12,102,289
1032,150759,2018.10.3,230,261
1033,114989,2018.10.11,108,257
1034,131604,2018.12.18,260,253
1035,167809,2018.5.25,48,273
1036,182389,2018.6.8,54,272
1037,198661,2018.8.24,48,268
1038,176904,2018.5.3,40,243
1039,172520,2018.10.25,198,239
1040,197726,2018.7.12,260,238
1041,181084,2018.5.6,278,31
1042,191852,2018.6.3,348,33
1043,141457,2018.11.4,56,34
1044,136449,2018.3.21,376,221
1045,196738,2018.1.20,280,224
1046,134723,2018.12.12,42,228
1047,164787,2018.12.10,312,37
1048,161179,2018.9.13,116,39
1049,106159,2018.8.25,124,39
1050,167672,2018.5.27,116,104
1051,158026,2018.5.7,294,102
1052,184561,2018.5.18,264,102
1053,108988,2018.3.22,234,91
1054,195144,2018.3.8,350,96
1055,131916,2018.7.4,254,101
1056,103670,2018.10.13,214,249
1057,112554,2018.6.3,62,244
1058,115476,2018.3.25,142,246
1059,188724,2018.6.26,40,19
1060,124994,2018.8.11,266,24
1061,175797,2018.3.6,346,20
1062,170236,2018.6.3,8,129
1063,122316,2018.5.25,82,133
1064,136352,2018.9.26,264,131
1065,116240,2018.6.12,320,118
1066,101402,2018.5.12,392,117
1067,199457,2018.9.25,156,115
1068,117306,2018.12.1,256,217
1069,113189,2018.11.2,20,220
1070,179611,2018.9.7,172,224
1071,152751,2018.3.6,248,160
1072,105766,2018.10.2,336,155
1073,101536,2018.12.1,190,156
1074,137982,2018.4.10,54,243
1075,184665,2018.11.3,36,241
1076,174763,2018.4.26,254,237
1077,162818,2018.11.3,14,285
1078,128634,2018.5.19,298,284
1079,157830,2018.7.15,326,279
1080,160469,2018.11.14,300,179
1081,168890,2018.3.13,210,179
1082,153407,2018.2.17,348,183
1083,176423,2018.7.2,198,252
1084,197788,2018.9.17,388,250
1085,188387,2018.10.17,160,255
1086,165699,2018.3.9,138,152
1087,162519,2018.10.23,26,155
1088,166536,2018.11.21,284,160
1089,133904,2018.12.13,158,75
1090,188407,2018.7.12,120,79
1091,145556,2018.11.10,364,80
1092,137562,2018.2.22,228,150
1093,135654,2018.12.23,302,155
1094,197149,2018.11.19,356,156
1095,187788,2018.12.12,268,101
1096,197608,2018.11.11,212,106
1097,190415,2018.9.13,82,107
1098,145419,2018.4.14,192,264
1099,118020,2018.4.16,148,259
1100,146858,2018.7.16,196,259
1101,188885,2018.7.20,114,135
1102,195354,2018.10.12,54,130
1103,143691,2018.4.5,34,125
1104,178961,2018.6.26,356,15
1105,121890,2018.7.10,202,20
1106,186514,2018.9.23,390,22
1107,182252,2018.6.8,46,124
1108,158742,2018.12.23,60,129
1109,132596,2018.5.17,180,130
1110,133344,2018.11.10,18,68
1111,153278,2018.2.21,208,68
1112,134485,2018.9.22,118,64
1113,148435,2018.7.27,20,182
1114,172049,2018.6.24,242,178
1115,139507,2018.11.11,234,181
1116,173428,2018.11.22,318,296
1117,133922,2018.1.10,246,291
1118,107798,2018.1.11,12,288
1119,161377,2018.12.12,266,134
1120,125620,2018.3.5,108,132
1121,193972,2018.1.7,180,137
1122,116581,2018.5.1,56,127
1123,182172,2018.11.9,44,131
1124,193484,2018.5.13,356,130
1125,178411,2018.5.1,76,274
1126,125603,2018.7.7,230,270
1127,121901,2018.3.12,366,268
1128,143362,2018.6.26,64,187
1129,133616,2018.2.13,132,184
1130,176072,2018.11.9,266,187
1131,173141,2018.12.3,194,150
1132,198147,2018.2.3,370,145
1133,158657,2018.3.25,90,144
1134,163671,2018.5.27,356,129
1135,111760,2018.10.2,336,133
1136,141084,2018.8.21,156,130
1137,165924,2018.10.16,326,149
1138,108751,2018.5.24,356,145
1139,164553,2018.1.14,212,142
1140,110790,2018.4.24,290,189
1141,145044,2018.4.23,400,190
1142,196388,2018.3.26,294,195
1143,142371,2018.12.18,254,168
1144,152568,2018.1.12,198,172
1145,119116,2018.3.7,164,176
1146,185689,2018.1.18,144,295
1147,192884,2018.5.14,40,300
1148,177023,2018.5.3,256,301
1149,196480,2018.9.2,152,174
1150,125767,2018.11.27,292,175
1151,137115,2018.4.13,176,176
1152,118407,2018.2.3,328,131
1153,121097,2018.5.8,236,132
1154,122936,2018.11.2,144,129
1155,155210,2018.8.24,80,276
1156,186990,2018.6.22,260,281
1157,173424,2018.9.2,182,283
1158,195399,2018.7.15,400,175
1159,114740,2018.1.7,36,178
1160,168075,2018.7.25,330,180
1161,175620,2018.9.1,228,137
1162,198444,2018.4.21,218,141
1163,106398,2018.9.4,376,139
1164,130852,2018.11.27,16,27
1165,104802,2018.9.7,388,31
1166,166390,2018.9.7,4,33
1167,169596,2018.3.9,24,171
1168,148955,2018.11.25,372,175
1169,181946,2018.10.17,66,170
1170,119421,2018.1.15,280,72
1171,138542,2018.1.26,282,75
1172,118603,2018.5.14,72,80
1173,118895,2018.3.7,282,181
1174,187401,2018.6.1,374,185
1175,160482,2018.8.16,60,189
1176,147597,2018.9.9,330,107
1177,160816,2018.9.22,354,109
1178,103046,2018.10.15,70,105
1179,158784,2018.12.9,136,104
1180,107537,2018.3.15,206,106
1181,120872,2018.3.22,204,110
1182,167139,2018.1.23,286,236
1183,178646,2018.11.12,48,238
1184,168706,2018.11.21,74,235
1185,128949,2018.2.1,76,155
1186,141490,2018.4.5,2,159
1187,159043,2018.6.26,80,154
1188,135153,2018.7.5,274,292
1189,136678,2018.1.5,178,291
1190,118663,2018.9.25,96,296
1191,125916,2018.9.4,338,89
1192,100751,2018.2.8,238,87
1193,131515,2018.8.18,350,87
1194,167076,2018.10.13,8,276
1195,111412,2018.10.21,230,275
1196,115726,2018.11.10,326,274
1197,131059,2018.4.19,298,60
1198,186809,2018.2.22,32,63
1199,118031,2018.5.7,100,63
1200,125685,2018.4.25,284,67
1201,129692,2018.11.3,178,64
1202,199368,2018.10.27,338,65
1203,129027,2018.5.20,44,236
1204,182497,2018.9.12,208,239
1205,130632,2018.12.22,34,242
1206,179379,2018.2.9,332,113
1207,154542,2018.2.6,352,110
1208,115843,2018.8.18,340,113
1209,101589,2018.3.1,314,173
1210,186504,2018.10.11,56,168
1211,124708,2018.5.5,162,164
1212,159163,2018.5.15,238,241
1213,195475,2018.10.26,256,243
1214,194053,2018.11.14,44,239
1215,153232,2018.12.5,132,128
1216,140941,2018.3.2,24,129
1217,142569,2018.8.16,378,129
1218,132036,2018.10.4,318,245
1219,160051,2018.2.8,214,242
1220,176980,2018.9.21,56,244
1221,158010,2018.7.25,150,39
1222,121723,2018.4.25,230,40
1223,127969,2018.4.11,274,36
1224,179403,2018.11.9,24,156
1225,107170,2018.12.14,264,154
1226,120367,2018.3.5,108,152
1227,101274,2018.12.16,338,192
1228,121874,2018.3.9,372,195
1229,186005,2018.7.1,332,195
1230,174181,2018.9.19,172,137
1231,152951,2018.9.9,392,138
1232,191122,2018.7.11,214,136
1233,138927,2018.12.21,202,218
1234,122495,2018.8.16,148,220
1235,182091,2018.12.26,300,216
1236,124316,2018.7.21,128,136
1237,168727,2018.10.2,332,134
1238,132672,2018.12.25,10,139
1239,102838,2018.2.27,72,71
1240,119031,2018.3.3,116,66
1241,168555,2018.10.10,52,62
1242,116067,2018.11.1,232,45
1243,173148,2018.10.2,86,45
1244,160785,2018.8.1,28,48
1245,129776,2018.1.7,214,220
1246,167301,2018.8.16,22,220
1247,180625,2018.6.17,358,216
1248,186671,2018.2.26,162,58
1249,127203,2018.12.13,62,53
1250,114893,2018.8.26,66,57
1251,186347,2018.9.22,338,169
1252,131771,2018.11.11,70,173
1253,158687,2018.11.23,38,168
1254,120664,2018.3.21,218,205
1255,103690,2018.2.10,372,200
1256,130722,2018.8.7,26,203
1257,145762,2018.7.13,138,22
1258,132430,2018.8.18,398,24
1259,145869,2018.5.2,252,27
1260,177050,2018.11.16,36,52
1261,120586,2018.6.15,376,49
1262,181024,2018.7.25,184,50
1263,136514,2018.10.27,74,231
1264,168485,2018.9.5,220,230
1265,160458,2018.2.25,12,232
1266,109942,2018.12.9,142,249
1267,108250,2018.9.13,232,249
1268,110679,2018.3.4,202,245
1269,140602,2018.3.15,162,213
1270,151081,2018.8.27,210,217
1271,122352,2018.4.26,232,214
1272,132228,2018.1.8,28,105
1273,174095,2018.11.8,228,108
1274,183616,2018.10.5,198,105
1275,174598,2018.10.13,66,165
1276,186897,2018.2.7,102,163
1277,135642,2018.9.19,176,160
1278,139256,2018.8.1,6,270
1279,175853,2018.5.18,300,272
1280,172873,2018.12.6,316,267
1281,118321,2018.11.22,388,101
1282,120391,2018.6.3,328,103
1283,106581,2018.11.16,220,99
1284,164292,2018.8.8,96,42
1285,193664,2018.5.7,88,37
1286,199935,2018.2.24,360,40
1287,165745,2018.9.3,22,122
1288,142454,2018.3.8,32,122
1289,100176,2018.7.16,8,124
1290,163837,2018.5.15,178,85
1291,124706,2018.12.15,230,80
1292,182094,2018.9.25,338,75
1293,192084,2018.3.17,376,300
1294,154642,2018.9.10,28,296
1295,151593,2018.2.20,164,298
1296,174499,2018.1.5,146,103
1297,155174,2018.7.15,8,99
1298,117653,2018.12.26,4,102
1299,112721,2018.2.24,244,43
1300,179120,2018.10.4,158,46
1301,148549,2018.12.20,60,44
1302,181957,2018.6.12,104,79
1303,117845,2018.12.13,6,77
1304,180619,2018.12.7,204,79
1305,145120,2018.12.22,108,275
1306,103170,2018.6.21,128,280
1307,127104,2018.5.19,276,277
1308,161857,2018.1.9,358,216
1309,109505,2018.10.4,200,216
1310,164507,2018.2.9,86,221
1311,165817,2018.1.23,14,275
1312,164193,2018.6.21,32,270
1313,137055,2018.7.21,274,268
1314,153920,2018.8.9,82,166
1315,180801,2018.8.16,18,163
1316,183557,2018.11.4,50,165
1317,158979,2018.11.23,88,51
1318,171508,2018.9.13,238,50
1319,151097,2018.2.16,242,55
1320,148188,2018.2.23,106,166
1321,149350,2018.5.8,160,163
1322,132630,2018.9.27,356,158
1323,170100,2018.4.1,66,119
1324,156686,2018.1.18,94,115
1325,117839,2018.11.6,158,110
1326,152719,2018.4.23,262,29
1327,166468,2018.6.10,360,33
1328,110565,2018.9.5,224,37
1329,108304,2018.8.8,150,253
1330,163451,2018.11.1,236,249
1331,175415,2018.1.5,32,251
1332,182556,2018.5.26,240,149
1333,140372,2018.4.18,120,145
1334,178933,2018.12.3,124,143
1335,123613,2018.9.17,296,57
1336,194988,2018.5.12,64,60
1337,164942,2018.4.23,216,55
1338,125003,2018.7.8,374,220
1339,113526,2018.8.12,198,225
1340,129638,2018.10.3,330,220
1341,146214,2018.3.20,294,42
1342,168458,2018.6.3,204,45
1343,172906,2018.11.19,356,49
1344,118962,2018.7.26,284,245
1345,188258,2018.9.21,26,241
1346,160947,2018.7.10,266,237
1347,174452,2018.12.24,258,157
1348,193648,2018.12.11,172,157
1349,176779,2018.4.5,326,157
1350,135531,2018.11.24,296,87
1351,186308,2018.12.9,294,91
1352,179100,2018.12.21,220,91
1353,181665,2018.4.22,114,239
1354,190457,2018.2.22,178,237
1355,145337,2018.11.25,388,241
1356,183070,2018.4.21,178,174
1357,197442,2018.7.11,162,169
1358,183414,2018.3.17,276,173
1359,136959,2018.5.18,188,52
1360,110430,2018.12.20,330,50
1361,150166,2018.2.17,34,49
1362,116145,2018.8.15,8,12
1363,117013,2018.4.14,86,13
1364,177954,2018.7.1,246,14
1365,180473,2018.5.22,302,266
1366,126364,2018.3.16,214,266
1367,152020,2018.10.25,294,271
1368,178811,2018.10.25,124,300
1369,117397,2018.11.27,294,301
1370,104215,2018.3.23,384,303
1371,179350,2018.2.2,378,162
1372,194718,2018.8.19,36,165
1373,102634,2018.4.7,346,163
1374,196107,2018.6.24,266,71
1375,127073,2018.11.9,348,73
1376,117907,2018.9.13,248,69
1377,181381,2018.9.19,304,286
1378,150959,2018.1.24,386,291
1379,124281,2018.12.4,344,286
1380,165338,2018.2.19,100,108
1381,173230,2018.1.25,194,105
1382,195794,2018.12.27,338,101
1383,105132,2018.11.18,300,37
1384,162529,2018.10.21,238,35
1385,178508,2018.6.20,12,38
1386,195402,2018.7.21,88,159
1387,165892,2018.8.16,180,156
1388,174567,2018.2.22,310,154
1389,112986,2018.11.6,150,160
1390,134420,2018.7.16,112,158
1391,145002,2018.10.18,200,159
1392,105065,2018.8.24,128,208
1393,189489,2018.6.1,304,208
1394,146711,2018.2.19,284,210
1395,149203,2018.12.17,74,190
1396,113072,2018.12.27,332,192
1397,145201,2018.12.5,394,192
1398,110080,2018.5.19,124,96
1399,173980,2018.4.11,160,101
1400,191771,2018.4.10,340,103
1401,178263,2018.8.2,116,252
1402,166832,2018.7.8,394,249
1403,145389,2018.7.13,358,246
1404,184682,2018.8.25,94,280
1405,135351,2018.1.5,200,278
1406,122566,2018.2.2,122,282
1407,108392,2018.10.15,178,47
1408,161866,2018.7.21,332,43
1409,131560,2018.6.17,166,38
1410,198559,2018.2.14,256,131
1411,195262,2018.9.14,310,129
1412,163721,2018.1.7,40,130
1413,154841,2018.3.9,326,142
1414,199704,2018.1.8,200,139
1415,125775,2018.3.15,178,140
1416,161238,2018.10.18,134,113
1417,132127,2018.11.8,318,115
1418,172373,2018.4.21,20,118
1419,109485,2018.6.13,132,241
1420,183421,2018.8.13,90,238
1421,141111,2018.10.15,396,240
1422,120454,2018.3.15,158,36
1423,145707,2018.12.7,32,34
1424,197108,2018.6.6,114,39
1425,153776,2018.4.23,12,187
1426,183151,2018.8.7,310,184
1427,132598,2018.6.20,250,186
1428,190622,2018.12.2,384,49
1429,175575,2018.12.20,118,48
1430,155083,2018.3.25,342,45
1431,175328,2018.5.25,190,13
1432,131344,2018.8.6,262,10
1433,149563,2018.7.7,28,11
1434,179549,2018.11.26,120,17
1435,194590,2018.3.9,130,14
1436,169556,2018.6.2,80,15
1437,128596,2018.4.17,244,293
1438,133785,2018.10.14,308,297
1439,131035,2018.7.8,86,298
1440,156921,2018.7.14,164,247
1441,121974,2018.2.19,298,242
1442,165310,2018.12.11,348,239
1443,150711,2018.6.4,230,236
1444,168208,2018.9.14,18,231
1445,117027,2018.6.22,138,233
1446,150231,2018.6.19,230,248
1447,104326,2018.2.2,266,245
1448,154006,2018.8.13,352,243
1449,136083,2018.4.4,384,275
1450,152356,2018.1.27,370,274
1451,158669,2018.9.11,192,278
1452,132832,2018.6.8,34,121
1453,103344,2018.1.15,360,124
1454,158477,2018.8.2,244,121
1455,189901,2018.4.7,242,218
1456,150092,2018.5.2,64,217
1457,168271,2018.4.3,372,220
1458,158646,2018.4.25,84,192
1459,161172,2018.4.22,224,187
1460,112546,2018.6.16,164,185
1461,112107,2018.3.9,184,96
1462,142114,2018.5.27,202,98
1463,129388,2018.8.21,26,95
1464,196904,2018.10.27,164,147
1465,101706,2018.12.24,218,142
1466,185149,2018.7.24,228,137
1467,124555,2018.9.11,202,261
1468,168314,2018.1.24,248,256
1469,168069,2018.11.12,80,251
1470,172673,2018.4.12,46,252
1471,155151,2018.12.3,400,255
1472,178600,2018.8.17,394,252
1473,131269,2018.3.22,240,74
1474,187140,2018.2.12,130,79
1475,147156,2018.9.16,4,76
1476,165542,2018.1.20,396,22
1477,164716,2018.2.10,46,25
1478,185679,2018.3.24,152,21
1479,186960,2018.2.17,54,45
1480,134728,2018.10.6,26,50
1481,176865,2018.10.20,376,52
1482,109152,2018.3.26,50,297
1483,122772,2018.3.15,396,297
1484,189010,2018.1.11,84,293
1485,112538,2018.3.16,180,212
1486,133087,2018.12.23,324,215
1487,131763,2018.1.22,20,217
1488,186467,2018.10.25,354,32
1489,194149,2018.6.2,240,32
1490,149638,2018.6.4,90,33
1491,140729,2018.2.18,108,22
1492,184158,2018.8.15,268,19
1493,136704,2018.7.13,294,14
1494,173908,2018.9.3,198,280
1495,165980,2018.5.13,264,283
1496,114614,2018.2.11,216,284
1497,108597,2018.9.10,260,264
1498,160267,2018.10.18,154,269
1499,102298,2018.9.24,220,274
1500,169270,2018.2.21,34,232
1501,125076,2018.6.11,12,234
1502,166357,2018.7.10,50,229
1503,118333,2018.2.19,156,78
1504,162356,2018.6.24,4,80
1505,133646,2018.11.4,32,80
1506,147107,2018.11.4,94,267
1507,154125,2018.5.26,386,267
1508,110119,2018.3.22,80,271
1509,138620,2018.8.9,28,46
1510,192988,2018.1.5,72,42
1511,175519,2018.3.10,360,43
1512,144846,2018.10.15,16,284
1513,199919,2018.9.12,190,289
1514,120904,2018.10.24,362,284
1515,162133,2018.1.18,10,207
1516,130594,2018.7.26,400,209
1517,102468,2018.11.17,356,210
1518,156010,2018.8.1,194,232
1519,192171,2018.9.12,236,235
1520,123444,2018.11.12,244,238
1521,116242,2018.12.5,110,177
1522,187567,2018.1.14,176,174
1523,138106,2018.9.10,156,171
1524,151534,2018.12.7,328,178
1525,126989,2018.6.18,234,179
1526,132575,2018.4.27,350,175
1527,150528,2018.12.6,78,24
1528,100730,2018.7.6,350,25
1529,161376,2018.12.16,158,29
1530,188488,2018.8.7,318,186
1531,190923,2018.10.18,186,188
1532,193079,2018.3.10,188,188
1533,101831,2018.6.26,72,12
1534,158471,2018.1.7,144,10
1535,105357,2018.1.24,308,14
1536,131970,2018.12.26,326,119
1537,174562,2018.3.17,396,115
1538,156373,2018.9.15,220,116
1539,164619,2018.2.4,260,112
1540,192868,2018.6.3,222,110
1541,164959,2018.4.21,202,108
1542,126462,2018.3.5,310,14
1543,169341,2018.9.10,118,15
1544,126050,2018.11.13,168,17
1545,100051,2018.8.7,344,162
1546,108877,2018.6.20,86,163
1547,168367,2018.10.3,228,164
1548,190166,2018.6.2,388,272
1549,185092,2018.12.26,148,267
1550,143696,2018.4.5,326,264
1551,138251,2018.6.16,262,31
1552,115572,2018.11.12,260,26
1553,147942,2018.1.5,110,26
1554,147810,2018.6.26,166,156
1555,162954,2018.3.20,282,156
1556,115101,2018.2.21,182,153
1557,193814,2018.2.26,306,235
1558,107690,2018.4.1,26,235
1559,192049,2018.5.1,302,239
1560,154431,2018.3.21,146,150
1561,153475,2018.11.15,116,146
1562,107816,2018.2.16,2,150
1563,170790,2018.7.1,300,209
1564,172314,2018.5.20,232,213
1565,134777,2018.10.15,298,218
1566,137912,2018.8.18,394,290
1567,190196,2018.2.11,354,288
1568,123950,2018.10.15,114,291
1569,172491,2018.7.8,22,67
1570,196437,2018.4.13,284,72
1571,115139,2018.7.27,58,73
1572,155902,2018.9.17,270,87
1573,198017,2018.4.12,104,92
1574,140276,2018.9.17,312,90
1575,107253,2018.7.7,42,84
1576,186121,2018.9.26,88,83
1577,161427,2018.1.21,312,81
1578,131030,2018.7.22,306,273
1579,123605,2018.6.11,12,271
1580,116379,2018.6.17,326,276
1581,124361,2018.1.17,138,152
1582,174001,2018.4.21,286,154
1583,112370,2018.10.24,276,155
1584,157745,2018.3.2,194,159
1585,109718,2018.8.13,18,157
1586,115432,2018.9.21,276,156
1587,171113,2018.7.5,378,112
1588,143780,2018.8.27,196,116
1589,198510,2018.5.20,202,119
1590,110236,2018.1.14,376,191
1591,101306,2018.9.24,228,189
1592,141069,2018.4.25,116,192
1593,163333,2018.10.16,76,98
1594,177013,2018.2.17,6,95
1595,194525,2018.7.1,70,96
1596,184492,2018.12.15,340,72
1597,140707,2018.6.15,286,77
1598,169926,2018.3.21,124,78
1599,122204,2018.5.1,224,88
1600,186639,2018.9.12,174,89
1601,167210,2018.8.5,354,89
1602,110137,2018.8.16,8,88
1603,176409,2018.5.2,270,83
1604,182433,2018.5.20,144,86
1605,189461,2018.5.26,64,256
1606,139983,2018.3.14,80,257
1607,114215,2018.5.7,64,256
1608,192852,2018.6.3,296,168
1609,112878,2018.4.4,228,169
1610,174253,2018.4.16,262,170
1611,163926,2018.10.24,22,286
1612,149983,2018.4.22,26,281
1613,171230,2018.12.19,18,278
1614,119961,2018.11.1,250,124
1615,124713,2018.12.18,326,119
1616,148783,2018.1.20,378,120
1617,190545,2018.12.15,136,25
1618,105673,2018.9.17,30,27
1619,140343,2018.11.23,158,29
1620,153607,2018.1.18,114,130
1621,123600,2018.3.6,104,128
1622,135546,2018.8.26,40,131
1623,163672,2018.4.1,14,119
1624,164710,2018.7.6,140,122
1625,193090,2018.2.10,54,127
1626,119852,2018.10.27,34,87
1627,114625,2018.3.10,8,87
1628,175101,2018.2.5,148,82
1629,168826,2018.2.8,336,136
1630,193011,2018.6.18,72,140
1631,157429,2018.4.24,222,141
1632,160950,2018.8.3,46,261
1633,130375,2018.12.2,300,259
1634,149949,2018.2.21,178,257
1635,178269,2018.4.13,110,88
1636,189480,2018.3.12,234,89
1637,120715,2018.1.27,360,92
1638,100290,2018.7.6,48,255
1639,101931,2018.8.13,64,250
1640,115264,2018.5.18,354,254
1641,114403,2018.1.15,156,211
1642,114258,2018.2.2,270,213
1643,147459,2018.2.24,374,211
1644,111049,2018.9.27,260,10
1645,196251,2018.4.2,22,6
1646,124389,2018.11.20,312,9
1647,157925,2018.11.7,274,282
1648,152100,2018.9.1,60,284
1649,197030,2018.8.24,300,281
1650,167900,2018.6.21,248,226
1651,134607,2018.3.16,274,228
1652,147880,2018.11.8,230,232
1653,156981,2018.3.3,120,235
1654,113180,2018.3.25,46,237
1655,118642,2018.9.25,326,235
1656,142700,2018.5.16,144,230
1657,173804,2018.7.19,168,232
1658,162675,2018.10.4,38,230
1659,189926,2018.4.19,308,138
1660,127318,2018.9.25,182,138
1661,119251,2018.11.24,368,136
1662,100598,2018.6.4,390,120
1663,140783,2018.3.8,360,120
1664,111373,2018.7.8,258,121
1665,167667,2018.5.25,52,162
1666,182754,2018.11.20,314,165
1667,167824,2018.4.23,152,169
1668,183652,2018.11.20,148,61
1669,177504,2018.2.27,318,56
1670,110097,2018.6.25,40,53
1671,157742,2018.11.14,38,171
1672,178365,2018.2.24,84,175
1673,153536,2018.12.25,246,180
1674,170351,2018.11.11,156,99
1675,152248,2018.7.7,152,97
1676,123630,2018.12.7,140,95
1677,116642,2018.8.10,324,205
1678,112420,2018.6.7,252,210
1679,141750,2018.10.20,190,206
1680,195363,2018.6.2,246,28
1681,178358,2018.11.9,18,23
1682,107638,2018.7.17,254,28
1683,191309,2018.4.15,96,45
1684,142106,2018.7.18,120,45
1685,189262,2018.7.23,370,48
1686,182346,2018.8.7,118,188
1687,148823,2018.5.14,116,191
1688,101121,2018.12.1,216,187
1689,126491,2018.12.17,252,17
1690,195597,2018.10.19,396,22
1691,103972,2018.3.5,216,21
1692,122882,2018.9.8,46,252
1693,181419,2018.6.4,254,247
1694,127687,2018.10.21,110,252
1695,160744,2018.4.12,150,10
1696,124795,2018.6.25,400,11
1697,128257,2018.2.3,382,16
1698,110894,2018.10.4,364,183
1699,194007,2018.4.16,292,178
